titleId,region,primaryTitle,isAdult,startYear,Genre,averageRating,numVotes,nconst,primaryName,primaryProfession,knownForTitles
tt0048563,SE,8 Women,0,2002,"Comedy,Crime,Musical",7.5,20,nm0286543,Serge Forno,actor,tt0178697
tt0048584,AT,"Crachez vos souhaits - Louise attaque, le film...",0,2001,Musical,8.3,302,nm0286732,June Forrester,actress,tt0240549
tt0048604,XWG,Karmen Gei,0,2001,"Drama,Musical,Romance",7.2,83,nm0286938,Ben Forster,actor,"tt2522580,tt2217488,tt2406724,tt0082416"
tt0048644,\N,Night club,0,2001,"Comedy,Musical",7.8,279,nm0287465,Smith FortÃ©,actor,tt0139499
tt0048645,BE,Slava's Snowshow,0,2001,"Comedy,Musical",8.2,235,nm0287480,William Forward,actor,"tt0098749,tt0105946,tt0112173,tt0106179"
tt0048714,\N,Dracula: A Chamber Musical,0,2000,"Drama,Musical",6.7,7,nm0288231,Courtney Fouche,actress,tt0102350
tt0048741,\N,Nuncrackers,0,2001,"Comedy,Musical",7.3,19,nm0288510,Julie Fournier,actress,"tt1668200,tt0453451,tt0216941,tt0434345"
tt0048752,XWG,Pyaar Ishq Aur Mohabbat,0,2001,"Drama,Musical,Romance",8.1,7,nm0288666,Brenda Fowler,actress,"tt0009693,tt0027427,tt0025335,tt0026008"
tt0048756,\N,Rhythm,0,2000,"Drama,Musical,Romance",7.4,7,nm0288701,Emma Fowler,"production_manager,miscellaneous,producer","tt0319531,tt0382189,tt0301684,tt1333192"
tt0048773,AR,Destiny's Child: Survivor,0,2001,"Music,Musical,Short",7.9,14,nm0288895,Bonnie Fox,actress,tt0101748
tt0048780,IT,Tina Turner: One Last Time Live in Concert,0,2000,"Documentary,Music,Musical",7.7,29,nm0288937,Curtis Fox,camera_department,tt0117480
tt0048954,SE,The Last Band on the Planet,0,2001,"Adventure,Comedy,Musical",5.1,8,nm0289982,Paula Franchini,producer,"tt1667073,tt0110712,tt0139162"
tt0049004,AU,Aspects of Love,0,2005,"Musical,Romance",7.2,11,nm0290662,Guy Francoeur,sound_department,"tt2582782,tt1034032,tt1355630,tt3612616"
tt0049038,DK,Barbie in the Nutcracker,0,2001,"Animation,Family,Musical",9.2,1169,nm0291182,Vik Franke,"miscellaneous,producer,actor","tt0116577,tt0159603,tt7787240,tt0159958"
tt0049126,\N,The Green March,0,2002,"Comedy,Drama,Musical",6.1,14,nm0292073,Anita Fraser,actress,tt0013282
tt0049170,ES,By Jeeves,0,2001,"Comedy,Musical",7.1,85,nm0292431,Seamus Frawley,"sound_department,producer,actor","tt0139216,tt0119778,tt3063516,tt1414349"
tt0049290,SUHH,One Night the Moon,0,2001,"Drama,Musical,Mystery",7.7,268,nm0293538,Nat Freeman,actor,tt0127753
tt0049312,\N,StarStreet,0,2001,"Family,Musical",7.2,5,nm0293733,Martha Frei,actress,tt0091767
tt0049319,AT,Casiopea,0,2000,"Musical,Short",7.6,13,nm0293813,Jane Freiman,miscellaneous,tt0093175
tt0049384,FI,Wave Twisters,0,2001,"Adventure,Animation,Musical",7.8,12,nm0294308,Ricardo Frera,actor,tt0078895
tt0049437,GR,The Mikado,0,2001,"Comedy,Musical",6.9,30,nm0294861,Jammie Friday,visual_effects,"tt0096446,tt0115857,tt1392170,tt0099365"
tt0049483,ES,Hum Ho Gaye Aap Ke,0,2001,"Drama,Musical,Romance",6.3,66,nm0295314,Mimi Friedman,"producer,writer,miscellaneous","tt1280822,tt0115376,tt0106013,tt0157246"
tt0049500,US,Vertavo,0,2000,"Musical,Short",7.7,52,nm0295494,Greg Friel,actor,tt0115832
tt0049523,GR,Fancy Dancing,0,2002,"Comedy,Musical",7.7,102,nm0295782,Ute Frindik,miscellaneous,tt0101797
tt0049536,\N,Dracula: Pages from a Virgin's Diary,0,2002,"Horror,Musical",7.3,116,nm0295887,Mike Frisino,"actor,assistant_director,editor",tt0099017
tt0049593,GR,The Phantom of the Opera,0,2004,"Drama,Musical,Romance",7.8,46,nm0296299,R. Frolova,,tt0171946
tt0049629,BR,Oswald,0,2001,"Animation,Family,Musical",7.9,48,nm0296521,Kate Frost,actress,"tt4863852,tt0341350,tt6597322,tt1344015"
tt0049641,AT,Para Para Sakura,0,2001,"Comedy,Drama,Musical",9.3,6,nm0296689,Roy Frumkes,"actor,writer,producer","tt0299863,tt0940867,tt0173771,tt0117774"
tt0049746,PL,Rent,0,2005,"Drama,Musical,Romance",7.4,22,nm0297690,Yukiko Fuji,actress,"tt8666154,tt8948516,tt8571960,tt8538674"
tt0049833,CA,Xuxa SÃ³ Para Baixinhos,0,2000,"Family,Musical",7.3,18,nm0298529,Paolo Fumagalli,actor,tt0141894
tt0049833,MX,Xuxa SÃ³ Para Baixinhos 2,0,2001,"Family,Musical",8.3,13,nm0298530,Patrizio Fumagalli,actor,tt0198949
tt0049872,BR,My Voice My Voice,0,2002,Musical,7.2,40,nm0298943,Brian Furlong,actor,"tt0160401,tt0094578,tt0106179,tt0103442"
tt0050074,US,Silence... We're Rolling,0,2001,"Comedy,Drama,Musical",7,26,nm0300236,John Gabriel,camera_department,"tt0096267,tt0087134,tt0088157"
tt0050097,FI,Adagio,0,2000,"Animation,Drama,Musical",5.3,10,nm0300541,James Gade,"art_department,miscellaneous",tt0112867
tt0050107,BE,Cinta tiada restu,0,2001,"Comedy,Musical,Romance",7.3,26,nm0300668,Paulo Gaeta,actor,"tt0181551,tt0183685,tt0144295,tt0181542"
tt0050159,US,On the Road to Emmaus,0,2001,"Comedy,Musical",6.4,9,nm0301170,Eva Gaigg,actress,"tt8561602,tt0050578"
tt0050174,\N,Polaroid,0,2000,"Comedy,Musical",8.1,1043,nm0301359,Steven Gaines,writer,"tt0123338,tt0100715,tt0301378,tt0103396"
tt0050175,BR,Ravanaprabhu,0,2001,"Action,Drama,Musical",7.5,995,nm0301368,Johnell Gainey,actor,"tt0420063,tt0406816,tt0236701,tt0163579"
tt0050198,US,Britney Spears Live and More!,0,2001,"Music,Musical",7.3,6,nm0301633,Pierre Galante,writer,"tt0095176,tt0178901,tt0238158,tt0181260"
tt0050212,GR,Crying... Silicon Tears,0,2001,"Comedy,Musical",8.2,48,nm0301809,Joe Galdo,soundtrack,"tt0116168,tt0096030,tt0094137,tt1674771"
tt0050232,\N,Rehnaa Hai Terre Dil Mein,0,2001,"Musical,Romance",7.5,227,nm0301971,M. Galenko,actor,tt0197685
tt0050289,HU,Chicago,0,2002,"Comedy,Crime,Musical",7.4,7,nm0302538,Jacques Galland,actor,"tt0815460,tt1046885,tt0069912,tt0065531"
tt0050322,\N,Historias de Argentina en vivo,0,2001,"Documentary,Music,Musical",7.7,50,nm0302857,Jean Galli,"camera_department,sound_department,cinematographer","tt0151718,tt0063737,tt0255883,tt0081657"
tt0050378,NO,Red Satin,0,2002,"Drama,Musical",6.8,33,nm0303337,Eddie Galt,"actor,camera_department",tt0084684
tt0050383,NO,Ti vraki tha paradoseis mori?,0,2001,"Comedy,Musical",7.1,7,nm0303437,Venchito Galvez,"actor,writer","tt0371136,tt0422437,tt0086943,tt0360116"
tt0050407,PE,He Wai,0,2001,"Comedy,Family,Musical",5.8,10,nm0303658,Ian Gamazon,"director,writer,editor","tt0428303,tt0283351,tt1515859,tt0770704"
tt0050424,PT,Machin: A Full Life,0,2002,"Documentary,Musical",8,14,nm0303842,Federico Gamboa,writer,"tt0140335,tt0228909,tt0202564,tt0022339"
tt0050441,VE,Chalo Ishq Larain,0,2002,"Comedy,Musical,Romance",7.5,1260,nm0303986,Bernd Gammersbach,actor,tt0111640
tt0050468,GR,Gaajal,0,2001,"Musical,Romance",6.2,54,nm0304210,Victor Gandus,actor,tt0144834
tt0050471,GR,Her Daughter's Voice,0,2001,"Documentary,Family,Musical",7.1,67,nm0304267,Meena Ganesh,actress,"tt0389522,tt1606181,tt0273516,tt2278074"
tt0050471,CA,Una historia de tango,0,2000,"Musical,Short",6.9,54,nm0304278,Dimitr Ganev,actor,"tt0253239,tt0077190"
tt0050482,\N,Jennifer Lopez in Concert,0,2001,"Documentary,Music,Musical",7.4,57,nm0304344,Susie Gangoo,actress,tt0110349
tt0050483,VE,Joseph 2000,0,2000,Musical,7.7,48,nm0304352,Shailen Ganguli,actor,"tt0061474,tt0363421,tt0080856,tt0324391"
tt0050486,PT,The Other Side of the Bed,0,2002,"Comedy,Drama,Musical",7.2,47,nm0304397,Julia Ganis,"miscellaneous,producer","tt0117979,tt0104549,tt0160338,tt0104412"
tt0050526,CA,Super Star,0,2001,"Action,Musical,Romance",7.2,33,nm0304750,Credibility Gap,writer,tt0075886
tt0050716,XWG,Basanti,0,2000,"History,Musical,Romance",8.5,22,nm0306585,Ebba Gard,actress,"tt0027715,tt0014390"
tt0050720,SE,Bollywood/Hollywood,0,2002,"Comedy,Drama,Musical",7.4,402,nm0306650,Tim Gardemer,sound_department,tt0181602
tt0050748,IT,Fatma,0,2001,"Drama,Musical",7.7,372,nm0306867,Cynthia Gardner,"make_up_department,special_effects,actress","tt0094761,tt0106308,tt0099365,tt0107120"
tt0050783,DK,Modern Daydreams,0,2001,"Comedy,Drama,Musical",7.4,296,nm0307296,Zia Garfield,actress,"tt0101325,tt0416377,tt0099187,tt0326208"
tt0050825,TW,TÃ« gjithÃ« me ne,0,2000,"Comedy,Family,Musical",7.1,64,nm0307763,Roy Garner,"camera_department,cinematographer,production_manager","tt0066732,tt0157321,tt0239161,tt0065045"
tt0050899,JP,Die fabelhaften Schwestern,0,2002,"Comedy,Musical",7.2,9,nm0308462,Sally Garrison,actress,tt0081747
tt0050913,CL,Kailangan ko'y ikaw,0,2000,"Comedy,Musical,Romance",8.6,16,nm0308620,Hristos Gartaganis,"sound_department,assistant_director,executive","tt0271937,tt0237249,tt0245013,tt0252852"
tt0050913,JP,The Kennedy Center Honors: A Celebration of the Performing Arts,0,2001,Musical,8.7,15,nm0308631,Caswell Garth,writer,"tt0341798,tt0022239"
tt0050978,\N,Transistor Love Story,0,2001,"Comedy,Drama,Musical",7.4,117,nm0309268,Ivan Gasper,actor,tt0069729
tt0050986,IT,Africanize It!,0,2001,"Comedy,Musical,Short",7.9,509,nm0309352,Jim L. Gassman,actor,tt0093467
tt0050986,ES,Aida of the Trees,0,2001,"Animation,Family,Musical",7.7,480,nm0309355,Remi Gassmann,sound_department,tt0056869
tt0051007,\N,Choo-choo-2,0,2001,"Adventure,Animation,Musical",7.7,37,nm0309566,Hardy Gates,art_department,"tt1604113,tt1828327,tt0898332,tt6461794"
tt0051028,JP,Koi Mere Dil Se Poochhe,0,2002,"Musical,Romance,Thriller",6.2,127,nm0309764,Bruce Gattenbein,"stunts,miscellaneous","tt0100403,tt0082622,tt0093437"
tt0051029,US,Style,0,2001,"Comedy,Musical,Mystery",6.7,7,nm0309780,Diletta Gatti,actress,"tt0253521,tt0115938,tt0206393,tt1987675"
